,company,alt_company_name,company_location,review_year,country_bean_origin,intra_country_prod,specific_bean_origin_or_bar_name,percent_cocoa,num_ingredients,beans,sugar,sweetener_other,cocoa_butter,vanilla,lecithin,salt,characteristics,rating,continent
702,DAR,,U.S.A.,2016,Vietnam,0,Vietnam,0.72,2,1,1,0,0,0,0,0,"raisins, astringent",3.0,North America
703,DAR,,U.S.A.,2016,Blend,0,"DUO, batch 002, Ecuador, Costa Rica",0.7,2,1,1,0,0,0,0,0,"floral, licorice, roasty",3.25,North America
704,Darcis,,Belgium,2019,Peru,0,Piura,0.72,4,1,1,0,1,0,1,0,"muted, creamy, grapes, fatty",3.0,Europe
705,Darcis,,Belgium,2019,Vietnam,0,Mekong Delta,0.7,4,1,1,0,1,0,1,0,"muted, creamy, basic cocoa",3.25,Europe
706,Dark Forest,,U.S.A.,2015,Madagascar,0,Madagascar,0.7,3,1,1,0,1,0,0,0,"sweet, strong sour, acidic",3.0,North America
707,Dark Forest,,U.S.A.,2015,Tanzania,0,Tanzania,0.7,3,1,1,0,1,0,0,0,"intense, sweet, brownie",3.0,North America
708,Dark Forest,,U.S.A.,2015,Venezuela,0,Ocumare,0.7,3,1,1,0,1,0,0,0,"roasty, nutty, sweet",3.25,North America
709,Dark Forest,,U.S.A.,2015,Ecuador,0,Ecuador,0.7,3,1,1,0,1,0,0,0,"bold, floral, rum",3.25,North America
710,Dark Forest,,U.S.A.,2016,Bolivia,0,Bolivia,0.75,3,1,1,0,1,0,0,0,"mild cherry, fatty",3.25,North America
711,Davis,,U.S.A.,2012,Blend,0,West Africa,0.58,4,1,1,0,1,0,1,0,"nice melt, odd rubber notes",3.25,North America
712,Davis,,U.S.A.,2013,Ghana,0,Ghana,0.7,4,1,1,0,1,0,1,0,"vanilla, fatty, basic cocoa",2.5,North America
713,Davis,,U.S.A.,2013,Dominican Republic,0,Rainforest,0.7,4,1,1,0,1,0,1,0,"chalky, vanilla, caramel",2.75,North America
714,Davis,,U.S.A.,2013,Venezuela,0,Venezuela,0.7,4,1,1,0,1,0,1,0,"fatty, powdery, nut, sl. Burnt",2.75,North America
715,De Mendes,,Brazil,2015,Brazil,1,"Nativo, Varzea",0.72,3,1,1,0,1,0,0,0,"texture issues, brownie",3.5,South America
716,De Mendes,,Brazil,2015,Brazil,1,"Selvagem, Jari",0.65,3,1,1,0,1,0,0,0,"one dimensional, brownie",3.5,South America
717,De Villiers,,South Africa,2016,Uganda,0,Bundibugyo District,0.7,3,1,1,0,1,0,0,0,"high roast, intense, fatty",2.5,Africa
718,De Villiers,,South Africa,2016,Madagascar,0,"Sambirano Valley, batch 2477",0.7,3,1,1,0,1,0,0,0,"high roast, fruit",3.0,Africa
719,Dean and Deluca (Belcolade),,U.S.A.,2007,Madagascar,0,Madagascar,0.66,4,1,1,0,1,1,0,0,"sandy, cloying, rich cocoa",2.5,North America
720,Dean and Deluca (Belcolade),,U.S.A.,2007,Costa Rica,0,Costa Rica,0.64,4,1,1,0,1,1,0,0,"dark coffee, cocoa",3.0,North America
721,Dean and Deluca (Belcolade),,U.S.A.,2007,Ecuador,0,Ecuador,0.71,4,1,1,0,1,1,0,0,"cinamon, nutmeg, coffee",3.0,North America
722,Dean and Deluca (Belcolade),,U.S.A.,2007,Ghana,0,Ghana,0.6,4,1,1,0,1,1,0,0,"nutty, simple, sweet",3.0,North America
723,Dean and Deluca (Belcolade),,U.S.A.,2007,Papua New Guinea,0,Papua New Guinea,0.64,4,1,1,0,1,1,0,0,"waxy, tobacco, smokey",3.0,North America
724,Dean and Deluca (Belcolade),,U.S.A.,2007,Peru,0,Peru,0.64,4,1,1,0,1,1,0,0,"mild mint, basic cocoa",3.0,North America
725,Debauve & Gallais (Michel Cluizel),,France,2008,Venezuela,0,Venezuela,0.66,4,1,1,0,1,1,0,0,"fatty, rich cocoa, roasty",3.75,Europe
726,Debauve & Gallais (Michel Cluizel),,France,2009,Papua New Guinea,0,Papua New Guinea,0.64,4,1,1,0,1,1,0,0,"smokey,chalky,berry,caramel",3.0,Europe
727,Definite,,Dominican Republic,2018,Dominican Republic,1,Elvesia,0.7,2,1,1,0,0,0,0,0,"metallic, dirt/ earthy",2.5,North America
728,Definite,,Dominican Republic,2018,Dominican Republic,1,Duarte Province,0.7,2,1,1,0,0,0,0,0,"dirty, floral, unrefined",2.5,North America
729,Definite,,Dominican Republic,2018,Dominican Republic,1,Duarte Province,0.8,2,1,1,0,0,0,0,0,"mild bitter, fatty, grassy",3.0,North America
730,Desbarres,,Canada,2016,Tanzania,0,"Kilombero, batch 41",0.72,2,1,1,0,0,0,0,0,"vanilla, chemical, rubber",2.5,North America
731,Desbarres,,Canada,2019,Guatemala,0,"Monte Grande, batch 178",0.72,2,1,1,0,0,0,0,0,"smokey, roasty, acidic, rich",3.0,North America
732,DeVries,,U.S.A.,2007,Costa Rica,0,Costa Rica,0.77,2,1,1,0,0,0,0,0,"red berry, lingering coffee",3.5,North America
733,DeVries,,U.S.A.,2007,Dominican Republic,0,Dominican Republic,0.77,2,1,1,0,0,0,0,0,"sticky, woodsy, rum",3.5,North America
734,DeVries,,U.S.A.,2008,Bolivia,0,Bolivian,0.8,2,1,1,0,0,0,0,0,"intense fruit, bitter ending",2.75,North America
735,Dick Taylor,,U.S.A.,2011,Madagascar,0,Sambirano,0.8,2,1,1,0,0,0,0,0,"sandy, flat, hint of berry",2.75,North America
736,Dick Taylor,,U.S.A.,2011,Venezuela,0,Mantuano,0.75,2,1,1,0,0,0,0,0,"sticky, very roasty, nutty",2.75,North America
737,Dick Taylor,,U.S.A.,2011,Dominican Republic,0,La Red,0.74,2,1,1,0,0,0,0,0,"earthy, tart, sour",3.0,North America
738,Dick Taylor,,U.S.A.,2011,Ecuador,0,Ecuador,0.7,2,1,1,0,0,0,0,0,"grassy, tea, late sour",3.25,North America
739,Dick Taylor,,U.S.A.,2012,Bolivia,0,Bolivia,0.75,2,1,1,0,0,0,0,0,"dry, mint, medicinal",2.75,North America
740,Dick Taylor,,U.S.A.,2013,Ecuador,0,"Ecuador, Choc. Garage Exclusive",0.7,2,1,1,0,0,0,0,0,"oily, black pepper, roasty",3.25,North America
741,Dick Taylor,,U.S.A.,2013,Ecuador,0,Camino Verde,0.76,2,1,1,0,0,0,0,0,"butter, floral, rum",3.5,North America
742,Dick Taylor,,U.S.A.,2014,Dominican Republic,0,Elvesia,0.74,2,1,1,0,0,0,0,0,"mild fruit and spice, roasty",3.5,North America
743,Dick Taylor,,U.S.A.,2015,Bolivia,0,"Alto Beni, Wild Harvest, Limited Ed.",0.7,2,1,1,0,0,0,0,0,"sticky, rich, cherry",3.75,North America
744,Dick Taylor,,U.S.A.,2016,Vietnam,0,Tien Giang,0.78,2,1,1,0,0,0,0,0,"tropical berry, intense",3.5,North America
745,Dick Taylor,,U.S.A.,2017,Guatemala,0,Lanquin Estate,0.7,2,1,1,0,0,0,0,0,"blackberry, raisns",3.75,North America
746,Dick Taylor,,U.S.A.,2017,Brazil,0,"Fazenda Camboa, Bahia, batch 17009",0.75,2,1,1,0,0,0,0,0,"sticky, roasty nibs, grapes",3.75,North America
747,Dick Taylor,,U.S.A.,2017,Solomon Islands,0,"Solomon Is.,batch 17158, N.Vela",0.72,2,1,1,0,0,0,0,0,"well defined, creamy, cherry",4.0,North America
748,Dick Taylor,,U.S.A.,2018,Fiji,0,"Vanua Levu, Matasawalevu",0.8,2,1,1,0,0,0,0,0,"cocoa, tea, malt",3.75,North America
749,Dick Taylor,,U.S.A.,2019,Madagascar,0,"Akesson P., Sambirano",0.72,2,1,1,0,0,0,0,0,"sticky, dried fruit, toast, cocoa",3.75,North America
750,Dick Taylor,,U.S.A.,2019,Belize,0,"Maya Mtn, Toledo",0.72,2,1,1,0,0,0,0,0,"creamy, sticky, dried fruit",4.0,North America
751,Dick Taylor,,U.S.A.,2020,Blend,0,"Northerner, Madagascar and Brazil",0.73,2,1,1,0,0,0,0,0,"burnt honey, earthy",3.5,North America
752,Dick Taylor,,U.S.A.,2021,Jamaica,0,"Bachelor's Hall, batch 20240",0.75,2,1,1,0,0,0,0,0,"sl. bitter, black licorice, dried fig",3.75,North America
753,Dick Taylor,,U.S.A.,2021,Mexico,0,"Soconusco, Rayen Cacao Co-op, batch 21154",0.72,2,1,1,0,0,0,0,0,"dried fruit, fig, astringent, sticky",4.0,North America
754,Diogo Vaz,,Sao Tome & Principe,2019,Sao Tome,0,"Sao Tome, Grand Cru Plantation, amelonado",0.75,4,1,1,0,1,0,1,0,"late cocoa, harsh, off notes",2.5,Africa
755,Diogo Vaz,,Sao Tome & Principe,2019,Sao Tome,0,"Sao Tome, unroasted, batch UNR-18-003",0.7,4,1,1,0,1,0,1,0,"cocoa, raw, dirty, chemical",2.75,Africa
756,Diogo Vaz,,Sao Tome & Principe,2019,Sao Tome,0,"Sao Tome, batch OST-18-01",0.65,4,1,1,0,1,0,1,0,"complex, sweet, sour, grassy",3.0,Africa
757,Diogo Vaz,,Sao Tome & Principe,2019,Sao Tome,0,"Sao Tome, batch TRI-18-002, trinitario",0.75,4,1,1,0,1,0,1,0,"bland, fatty, fruit",3.0,Africa
758,Doble & Bignall,,U.K.,2014,Panama,0,"Panama, Raven",0.72,3,1,1,0,1,0,0,0,"mild cherry, earthy",3.25,Europe
759,Doble & Bignall,,U.K.,2014,Venezuela,0,"Puerto Cabello, Mantuano",0.72,3,1,1,0,1,0,0,0,"fatty, rasin, nutty",3.25,Europe
760,Doble & Bignall,,U.K.,2014,Nicaragua,0,Johe,0.72,3,1,1,0,1,0,0,0,"nutty, caramel, toffee",3.5,Europe
761,Doble & Bignall,,U.K.,2015,Venezuela,0,Puerto Cabello,0.85,3,1,1,0,1,0,0,0,"intense, spicy, floral",3.0,Europe
762,Dole (Guittard),,U.S.A.,2009,U.S.A.,1,"O'ahu Island, N. Shore, Waialua Estate",0.7,0,0,0,0,0,0,0,0,"creamy, nutty, fruity",3.75,North America
763,Dolfin (Belcolade),,Belgium,2006,Blend,0,Noir,0.7,3,1,1,0,0,0,1,0,"acidic, astringent, unpleasant",1.5,Europe
764,Dolfin (Belcolade),,Belgium,2008,Blend,0,"Africa, West Africa",0.88,3,1,1,0,0,0,1,0,"sticky, floral",3.0,Europe
765,Domori,,Italy,2006,Venezuela,0,Sur del Lago Classificado,0.7,2,1,1,0,0,0,0,0,"long lasting, fruit",3.0,Europe
766,Domori,,Italy,2006,Peru,0,Apurimac,0.7,2,1,1,0,0,0,0,0,"floral, olive",3.25,Europe
767,Domori,,Italy,2006,Venezuela,0,Carenero Superior,0.7,2,1,1,0,0,0,0,0,"creamy, basic cocoa",3.5,Europe
768,Domori,,Italy,2007,Venezuela,0,"Ocumare 61, Puertomar",0.75,2,1,1,0,0,0,0,0,"sticky, smoke, ham, earthy",3.25,Europe
769,Domori,,Italy,2007,Venezuela,0,Granella,0.6,2,1,1,0,0,0,0,0,"mild spice, licorice",3.25,Europe
770,Domori,,Italy,2007,Madagascar,0,Madagascar,0.7,2,1,1,0,0,0,0,0,"fruity, basic cocoa",3.5,Europe
771,Domori,,Italy,2007,Madagascar,0,Madagared,0.7,2,1,1,0,0,0,0,0,"smooth, banana, cocoa",3.5,Europe
772,Domori,,Italy,2007,Indonesia,0,"Java, Javablond",0.7,2,1,1,0,0,0,0,0,"creamy, smokey, tobacco",3.75,Europe
773,Domori,,Italy,2007,Venezuela,0,Porcelana,0.7,2,1,1,0,0,0,0,0,"creamy, complex, coffee",4.0,Europe
774,Domori,,Italy,2007,Ecuador,0,Ecuador,0.7,2,1,1,0,0,0,0,0,"creamy, nuts, woody, cocoa",4.0,Europe
775,Domori,,Italy,2007,Venezuela,0,"Ocumare 67, Puertofino",0.7,2,1,1,0,0,0,0,0,"creamy, mint, tobacco, olive",4.0,Europe
776,Domori,,Italy,2008,Venezuela,0,"Carupano, H. San Jose",0.7,2,1,1,0,0,0,0,0,"cucumber, hot spices",3.0,Europe
777,Domori,,Italy,2008,Colombia,0,Teyuna,0.7,2,1,1,0,0,0,0,0,"creamy, woody, earthy",3.0,Europe
778,Domori,,Italy,2008,Blend,0,Blend No. 1,0.78,2,1,1,0,0,0,0,0,"sticky, grassy, coffee",3.5,Europe
779,Domori,,Italy,2008,Blend,0,Ilblend,0.7,2,1,1,0,0,0,0,0,"sticky, olive",3.75,Europe
780,Domori,,Italy,2010,Venezuela,0,"Chuao, Hacienda San Jose",0.7,2,1,1,0,0,0,0,0,"subtle, caramel, sour milk",3.0,Europe
781,Domori,,Italy,2011,Venezuela,0,"Canoabo, Hacienda San Jose",0.7,2,1,1,0,0,0,0,0,"smooth, intense, smoke, nut",3.5,Europe
782,Domori,,Italy,2012,Tanzania,0,Morogoro,0.7,2,1,1,0,0,0,0,0,"sticky, nutty",3.5,Europe
783,Domori,,Italy,2012,Venezuela,0,Guasare,0.7,2,1,1,0,0,0,0,0,"creamy, coffee, caramel",3.75,Europe
784,Domori,,Italy,2013,Venezuela,0,"IL100, H. San Jose, batch NDL3A01",1.0,0,0,0,0,0,0,0,0,"smooth, fruit, coffee, bitter",3.0,Europe
785,Domori,,Italy,2015,Ecuador,0,Hacienda Victoria,0.7,2,1,1,0,0,0,0,0,"floral, well developed, creamy",3.75,Europe
786,Domori,,Italy,2015,Venezuela,0,Ocumare 77,0.7,2,1,1,0,0,0,0,0,"nutty, strawberry, creamy",3.75,Europe
787,Domori,,Italy,2018,Tanzania,0,Tanzania,0.7,2,1,1,0,0,0,0,0,"creamy, sticky, fruit",4.0,Europe
788,Dormouse,,U.K.,2015,Venezuela,0,"Rio Caribe, Batch 7",0.7,3,1,1,0,1,0,0,0,"burnt rubber, molasses",2.5,Europe
789,Dormouse,,U.K.,2015,Colombia,0,"Colombia, Batch 9",0.8,3,1,1,0,1,0,0,0,"bitter,molasses,marshmallow",2.75,Europe
790,Dormouse,,U.K.,2015,Madagascar,0,"Madagascar, Batch 8",0.77,3,1,1,0,1,0,0,0,"fruity, molasses",2.75,Europe
791,Dormouse,,U.K.,2016,Grenada,0,Non Pariel Estate,0.75,3,1,0,1,1,0,0,0,"licorice, molasses, rubber",2.75,Europe
792,Dormouse,,U.K.,2018,Philippines,0,"Kablon Farm, batch 242",0.715,3,1,0,1,1,0,0,0,molasses notes from sugar,2.75,Europe
793,Dormouse,,U.K.,2018,Guatemala,0,"Verapaz, batch 254",0.72,3,1,0,1,1,0,0,0,"near perfect shine, cocoa",3.5,Europe
794,Dormouse,,U.K.,2018,Peru,0,"Piura, batch 274",0.8,2,1,0,1,0,0,0,0,"molasses, fruit",3.5,Europe
795,Dormouse,,U.K.,2021,Belize,0,"Trio Reserve, 2020 h. batch D002",0.78,3,1,1,0,1,0,0,0,molasses notes dominate,3.25,Europe
796,Double Spiral,,U.S.A.,2019,Dominican Republic,0,Oko Caribe,0.75,2,1,1,0,0,0,0,0,"dry, earthy, walnut",2.5,North America
797,Double Spiral,,U.S.A.,2019,Tanzania,0,Kokoa Kamili,0.7,2,1,1,0,0,0,0,0,"dry, sour, sweet, mild fruit",2.75,North America
798,Double Spiral,,U.S.A.,2019,Dominican Republic,0,Hispaniola,0.75,2,1,1,0,0,0,0,0,"dry, cocoa, grassy, spicy",3.0,North America
799,Duffy's,,U.K.,2010,Ecuador,0,Star of Ecuador,0.7,3,1,1,0,1,0,0,0,"chalky, bread, dirt",2.5,Europe
800,Duffy's,,U.K.,2010,Panama,0,Panama,0.7,3,1,1,0,1,0,0,0,caramel and cocoa,3.5,Europe
801,Duffy's,,U.K.,2010,Ecuador,0,"Corazon del Ecuador, Calceta beans",0.72,3,1,1,0,1,0,0,0,"rich cocoa, fruity, strong floral",3.75,Europe
802,Duffy's,,U.K.,2010,Peru,0,Star of Peru,0.7,3,1,1,0,1,0,0,0,"dark forest berry, spice",3.75,Europe
803,Duffy's,,U.K.,2011,Panama,0,"Bocas del Toro, Tierra Oscura",0.72,3,1,1,0,1,0,0,0,"licorice, leathery",3.0,Europe
804,Duffy's,,U.K.,2011,Nicaragua,0,"Nicaliso, Xoco",0.71,3,1,1,0,1,0,0,0,"intense, almond, coffee",3.25,Europe
805,Duffy's,,U.K.,2011,Dominican Republic,0,Dominican Republic,0.65,3,1,1,0,1,0,0,0,"heavy roast, woody, berry",3.5,Europe
806,Duffy's,,U.K.,2011,Venezuela,0,Ocumare,0.71,3,1,1,0,1,0,0,0,intense cocoa,3.5,Europe
807,Duffy's,,U.K.,2011,Honduras,0,"Indio Rojo, Xoco",0.72,3,1,1,0,1,0,0,0,"dried fruit, grapes, sour",3.75,Europe
808,Duffy's,,U.K.,2012,Venezuela,0,Ocumare,0.72,3,1,1,0,1,0,0,0,"creamy, nutty",3.75,Europe
809,Duffy's,,U.K.,2014,Nicaragua,0,"Chuno, Xoco",0.7,4,1,1,0,1,0,1,0,"sandy, full bodied, spicy",3.5,Europe
810,Duffy's,,U.K.,2014,Nicaragua,0,"Rico Rugoso, Xoco",0.76,4,1,1,0,1,0,1,0,"black pepper, rich, intense",3.75,Europe
811,Duffy's,,U.K.,2015,Guatemala,0,"Rio Dulce, Xoco",0.7,4,1,1,0,1,0,1,0,"intense, spicy, butterscotch",4.0,Europe
812,Duffy's,,U.K.,2017,Nigeria,0,Eti-Oni,0.7,4,1,1,0,1,0,1,0,candy like off flavor,2.75,Europe
813,Duffy's,,U.K.,2018,Guatemala,0,Mayan Red,0.8,4,1,1,0,1,0,1,0,"intense earthy, cocoa, roasty",3.25,Europe
814,Duffy's,,U.K.,2019,Philippines,0,South Cotabato,0.7,4,1,1,0,1,0,1,0,"cocoa, honey, watery, sweet",3.5,Europe
815,Duffy's,,U.K.,2021,Nicaragua,0,"Juno, batch 201006",0.7,4,1,1,0,1,0,1,0,"fruit, holiday spice",3.5,Europe
816,Dulcinea,,U.S.A.,2015,Dominican Republic,0,"Dominican Republic, batch 1507",0.7,2,1,1,0,0,0,0,0,"coarse, earthy, mild banana",3.25,North America
817,Durand,,France,2012,Madagascar,0,Madagascar,0.82,0,0,0,0,0,0,0,0,"fatty, muted",2.75,Europe
818,Durci,,U.S.A.,2015,Dominican Republic,0,Taino Secret,0.7,3,1,1,0,1,0,0,0,"dates, acidic, rich cocoa",3.25,North America
819,Durci,,U.S.A.,2015,Venezuela,0,"Carenero, Empyrean Sabor",0.7,3,1,1,0,1,0,0,0,"cherry, earthy, tobacco",3.25,North America
820,Durci,,U.S.A.,2015,Peru,0,"Maranon, Joya Rara",0.7,3,1,1,0,1,0,0,0,"sandy, orange, butterscotch",3.5,North America
821,Durci,,U.S.A.,2015,Venezuela,0,"Rio Caribe, Tepui Treasure",0.7,3,1,1,0,1,0,0,0,"fatty, roasty, intense brownie",3.5,North America
822,Durci,,U.S.A.,2015,Ecuador,0,Corona Arriba,0.7,3,1,1,0,1,0,0,0,blackberry and cinnamon,4.0,North America
823,Durci,,U.S.A.,2018,Peru,0,Piura Blanco,0.7,3,1,1,0,1,0,0,0,"smoth, dense, grape",4.0,North America
824,East Van Roasters,,Canada,2014,Peru,0,"Peru, batch P116",0.7,3,1,1,0,1,0,0,0,"waxy, spicy, tobacco",3.25,North America
825,East Van Roasters,,Canada,2014,Madagascar,0,"Madagascar, batch M132",0.7,3,1,1,0,1,0,0,0,ultra fruity,3.5,North America
826,East Van Roasters,,Canada,2014,Dominican Republic,0,"Dominican Republic, batch DR113",0.7,3,1,1,0,1,0,0,0,"spicy, cocoa",3.75,North America
827,Eau de Rose,,Canada,2016,Colombia,0,Tumaco,0.7,3,1,1,0,1,0,0,0,"dried fruit, strong floral",3.25,North America
828,Eau de Rose,,Canada,2016,Colombia,0,Arauca,0.7,3,1,1,0,1,0,0,0,"mild, dried fruit, chocolate",3.25,North America
829,Eclat (Felchlin),,U.S.A.,2012,Peru,0,"Maranon, Good & Evil, w/ nibs",0.72,3,1,1,0,1,0,0,0,"buttery, burlap",2.75,North America
830,Eclat (Fruition),,U.S.A.,2019,Peru,0,"NOE, nacional/criollo, batch 1",0.8,2,1,1,0,0,0,0,0,"nutty, almond butter",3.5,North America
831,Edelmond,,Germany,2016,Venezuela,0,Porcelana,0.68,2,1,1,0,0,0,0,0,"dry, gritty, cardboard, nutty",3.0,Europe
832,El Buen,,U.S.A.,2020,Madagascar,0,"Akessons, Sambirano Valley",0.7,2,1,1,0,0,0,0,0,"molasses, red fruit, astringent",3.0,North America
833,El Buen,,U.S.A.,2020,Colombia,0,Tumaco,0.7,2,1,1,0,0,0,0,0,"cocoa, spice, alcohol, dirty",3.0,North America
834,El Ceibo,,Bolivia,2008,Bolivia,1,Alto Beni,0.71,4,1,1,0,1,0,1,0,"lemon, tart, burnt, chemical",2.75,South America
835,El Ceibo,,Bolivia,2011,Bolivia,1,"Alto Beni, Covendo Region",0.75,4,1,1,0,1,0,1,0,"nutty, rich, red berry",3.75,South America
836,El Rey,,Venezuela,2006,Venezuela,1,"Carenero Superior, Gran Saman",0.7,5,1,1,0,1,1,1,0,"gritty, chalky, earthy, sour",2.75,South America
837,El Rey,,Venezuela,2008,Venezuela,1,"Carenero Superior, Apamate",0.74,5,1,1,0,1,1,1,0,"sandy, banana, sour",2.5,South America
838,El Rey,,Venezuela,2008,Venezuela,1,"Carenero Superior, Bucare",0.58,5,1,1,0,1,1,1,0,"gritty, sweet, banana, smoke",2.5,South America
839,El Rey,,Venezuela,2008,Venezuela,1,"Carenero Superior, Mijao",0.61,5,1,1,0,1,1,1,0,"muted, cherry, banana",3.0,South America
840,El Rey,,Venezuela,2009,Venezuela,1,"Rio Caribe, Cariaco",0.605,5,1,1,0,1,1,1,0,"very sweet, marshmallow",2.75,South America
841,El Rey,,Venezuela,2009,Venezuela,1,"Rio Caribe, Macuro",0.7,5,1,1,0,1,1,1,0,"sandy,bold,cherry,peanut butter",3.0,South America
842,El Rey,,Venezuela,2015,Venezuela,1,San Joaquin,0.7,5,1,1,0,1,1,1,0,"spicy, caramel, vanilla",3.75,South America
843,Eldora,,U.S.A.,2019,Guatemala,0,"Polochic, batch 711",0.7,3,1,1,0,1,0,0,0,"cocoa, fig notes",3.5,North America
844,Emerald Estate,,St. Lucia,2013,St. Lucia,1,Emerald Estate,0.6,2,1,1,0,0,0,0,0,"low refinement, too sweet",2.75,North America
845,Emerald Estate,,St. Lucia,2013,St. Lucia,1,Emerald Estate,0.7,2,1,1,0,0,0,0,0,"sandy, tannic, earthy",3.25,North America
846,Emily's,,Japan,2015,Venezuela,0,Patanemo,0.79,3,1,1,0,1,0,0,0,"coarse, woody, roasty",3.0,Asia
847,Emily's,,Japan,2015,Peru,0,Peru,0.78,3,1,1,0,1,0,0,0,"brownine, nutty",3.5,Asia
848,Encuentro,,France,2018,Dominican Republic,0,Oko Caribe,0.7,2,1,1,0,0,0,0,0,"earthy, floral, cocoa",3.25,Europe
849,Encuentro,,France,2018,Haiti,0,Pisa w/ nibs,0.7,2,1,1,0,0,0,0,0,"simple, mild cocoa, fruit",3.5,Europe
850,Encuentro,,France,2018,Guatemala,0,Asochivite,0.7,2,1,1,0,0,0,0,0,"spicy, sweet,",3.5,Europe
851,Encuentro,,France,2018,Madagascar,0,Bejofo,0.7,2,1,1,0,0,0,0,0,"fruity, roasty",3.5,Europe
852,ENNA,,U.S.A.,2016,Honduras,0,"Wampusirpi, batch 007",0.75,2,1,1,0,0,0,0,0,"carrots, heavy roast",3.25,North America
853,ENNA,,U.S.A.,2018,Vietnam,0,"Ben Tre, batch 77",0.72,2,1,1,0,0,0,0,0,"intens, brownie, spicy, metal",3.0,North America
854,ENNA,,U.S.A.,2019,Sierra Leone,0,Gola Rainforest,0.7,3,1,1,0,1,0,0,0,"dirty, earthy, burnt, honey",2.5,North America
855,ENNA,,U.S.A.,2019,Tanzania,0,Kokoa Kamili,0.8,3,1,1,0,1,0,0,0,"fruit, dirty",3.0,North America
856,ENNA,,U.S.A.,2019,Trinidad,0,"Maiden Voyage Estate, Herbert Pasqual",0.72,3,1,1,0,1,0,0,0,"muddy, raisins, nut, rubbery",3.5,North America
857,Enric Rovira (Claudio Corallo),,Spain,2010,Blend,0,"Terreiro Velho P., Sao Tome & Principe",0.8,0,0,0,0,0,0,0,0,"unrefined, crumbly, sweet",3.25,Europe
858,Erithaj (A. Morin),,France,2014,Vietnam,0,Ham Luong,0.8,3,1,1,0,1,0,0,0,"mild bitter, smoke, hammy",3.0,Europe
859,Erithaj (A. Morin),,France,2014,Vietnam,0,Ben Tre,0.7,3,1,1,0,1,0,0,0,"spicy, green, long, intense",3.25,Europe
860,Erithaj (A. Morin),,France,2014,Vietnam,0,"Ba Lai, Mekong Delta",0.74,3,1,1,0,1,0,0,0,"grit,smoke, wood, blackberry",3.25,Europe
861,Escazu,,U.S.A.,2008,Venezuela,0,Ocumare,0.72,4,1,1,0,1,1,0,0,"woody, cocoa",3.0,North America
862,Escazu,,U.S.A.,2009,Costa Rica,0,Guapiles,0.65,4,1,1,0,1,1,0,0,"sticky, slight plum, medicinal",2.0,North America
863,Escazu,,U.S.A.,2009,Blend,0,"Carenero, Guapiles, Ocumare blend",0.74,4,1,1,0,1,1,0,0,"sweet, vanilla, sticky",2.75,North America
864,Escazu,,U.S.A.,2009,Venezuela,0,Carenero Superior,0.81,4,1,1,0,1,1,0,0,"hazelnut, fruit, slight bitter",3.5,North America
865,Escazu,,U.S.A.,2012,Venezuela,0,Rio Caribe,0.7,4,1,1,0,1,1,0,0,"nutty, ginger, off notes",2.75,North America
866,Escazu,,U.S.A.,2021,Blend,0,"""Roasted Cocoa Nibs"", Latin America Blend, b.060321",0.65,3,1,1,0,1,0,0,0,"sweet, too few nibs, cocoa",3.0,North America
867,Escazu,,U.S.A.,2021,Colombia,0,"Arhuacos, Sierra Nevada, batch 060221",0.7,2,1,1,0,0,0,0,0,"mild licorice, late mocha",3.5,North America
868,Ethel's Artisan (Mars),,U.S.A.,2011,Blend,0,"Peru, Madagascar",0.55,4,1,1,0,1,1,0,0,"gritty,overyly sweet,fruit punch",2.5,North America
869,Ethel's Artisan (Mars),,U.S.A.,2011,Trinidad,0,Trinidad,0.55,4,1,1,0,1,1,0,0,"grits, very sweet, banana",2.5,North America
870,Ethel's Artisan (Mars),,U.S.A.,2011,Venezuela,0,Porcelana,0.7,4,1,1,0,1,1,0,0,"strong vanilla, strawberry, nut",2.5,North America
871,Ethel's Artisan (Mars),,U.S.A.,2011,Blend,0,"Venezuela, Trinidad",0.62,4,1,1,0,1,1,0,0,"gritty, sweet, vanilla, woody",2.5,North America
872,Ethel's Artisan (Mars),,U.S.A.,2011,Blend,0,Red Vanilla,0.62,4,1,1,0,1,1,0,0,"sweet, vanilla, mild banana",2.75,North America
873,Ethereal,,U.S.A.,2014,Belize,0,Belize,0.8,3,1,1,0,1,0,0,0,"mild fruit, earthy",3.0,North America
874,Ethereal,,U.S.A.,2014,Ecuador,0,Ecuador,0.8,3,1,1,0,1,0,0,0,"spicy, roasty, mild bitter",3.5,North America
875,Ethereal,,U.S.A.,2014,Dominican Republic,0,Dominican Republic,0.8,3,1,1,0,1,0,0,0,"coarse, mild bitter, raisin",3.75,North America
876,Ethereal,,U.S.A.,2018,Guatemala,0,Guatemala,0.8,3,1,1,0,1,0,0,0,prominent plum note,3.5,North America
877,Ethereal,,U.S.A.,2021,Uganda,0,Uganda,0.7,3,1,1,0,1,0,0,0,"sandy, basic cocoa, sweet",3.0,North America
878,Exquisito,,U.S.A.,2019,Peru,0,"Maranon, Fortunato",0.73,3,1,1,0,1,0,0,0,dominated by heavy roast,3.0,North America
879,Fearless (AMMA),,U.S.A.,2010,Brazil,0,"Monte Alegre, D. Badaro, Raw, Organic",0.75,2,1,1,0,0,0,0,0,"perfume, floral, vanilla",2.75,North America
